id,man_id,model_name,is_car,is_moto,is_spec
590,25,A 140,True,False,False
591,25,A 150,True,False,False
592,25,A 160,True,False,False
593,25,A 170,True,False,False
594,25,A 180,True,False,False
595,25,A 190,True,False,False
596,25,A 200,True,False,False
597,25,A 210,True,False,False
1801,25,A 220,True,False,False
1802,25,A 250,True,False,False
1803,25,A 45 AMG,True,False,False
2167,25,Actros,False,False,True
13291,25,AMG 53,True,False,False
1804,25,AMG GT,True,False,False
17813,25,AMG GT 53,True,False,False
4858,25,AMG GT C,True,False,False
4859,25,AMG GT R,True,False,False
1805,25,AMG GT S,True,False,False
18289,25,Andecar,False,False,True
6012,25,Antos,False,False,True
6011,25,Arocs,False,False,True
2225,25,Atego,False,False,True
6014,25,Axor,False,False,True
598,25,B 150,True,False,False
599,25,B 170,True,False,False
600,25,B 180,True,False,False
601,25,B 200,True,False,False
1806,25,B 220,True,False,False
1807,25,B 250,True,False,False
1808,25,B Electric Drive,True,False,False
607,25,C 160,True,False,False
608,25,C 180,True,False,False
609,25,C 200,True,False,False
12503,25,C 202,True,False,False
610,25,C 220,True,False,False
611,25,C 230,True,False,False
612,25,C 240,True,False,False
613,25,C 250,True,False,False
614,25,C 270,True,False,False
615,25,C 280,True,False,False
602,25,C 30 AMG,True,False,False
1591,25,C 300,True,False,False
603,25,C 32 AMG,True,False,False
616,25,C 320,True,False,False
617,25,C 350,True,False,False
604,25,C 36 AMG,True,False,False
1757,25,C 400,True,False,False
605,25,C 43 AMG,True,False,False
1809,25,C 450 AMG,True,False,False
606,25,C 55 AMG,True,False,False
1630,25,C 63 AMG,True,False,False
4342,25,Citan 108,True,False,False
9846,25,Citan 109,True,False,False
9850,25,Citan 110,True,False,False
9854,25,Citan 111,True,False,False
9858,25,Citan 112,True,False,False
9862,25,Citan 113,True,False,False
620,25,CL 180,True,False,False
621,25,CL 200,True,False,False
622,25,CL 220,True,False,False
623,25,CL 230,True,False,False
1810,25,CL 320,True,False,False
624,25,CL 420,True,False,False
625,25,CL 500,True,False,False
618,25,CL 55 AMG,True,False,False
1755,25,CL 550,True,False,False
626,25,CL 600,True,False,False
1811,25,CL 63 AMG,True,False,False
619,25,CL 65 AMG,True,False,False
1812,25,CLA 180,True,False,False
1813,25,CLA 200,True,False,False
1814,25,CLA 250,True,False,False
1758,25,CLA 45 AMG,True,False,False
9822,25,CLC 160,True,False,False
9826,25,CLC 180,True,False,False
9830,25,CLC 200,True,False,False
9834,25,CLC 220,True,False,False
9838,25,CLC 230,True,False,False
9842,25,CLC 350,True,False,False
17881,25,CLE 200,True,False,False
17885,25,CLE 300 ,True,False,False
17889,25,CLE 450,True,False,False
629,25,CLK 200,True,False,False
630,25,CLK 220,True,False,False
631,25,CLK 230,True,False,False
632,25,CLK 240,True,False,False
633,25,CLK 270,True,False,False
634,25,CLK 280,True,False,False
635,25,CLK 320,True,False,False
636,25,CLK 350,True,False,False
637,25,CLK 430,True,False,False
638,25,CLK 500,True,False,False
627,25,CLK 55 AMG,True,False,False
4939,25,CLK 550,True,False,False
628,25,CLK 63 AMG,True,False,False
641,25,CLS 320,True,False,False
642,25,CLS 350,True,False,False
17781,25,CLS 400,True,False,False
2367,25,CLS 450,True,False,False
643,25,CLS 500,True,False,False
9235,25,CLS 53 AMG,True,False,False
639,25,CLS 55 AMG,True,False,False
1589,25,CLS 550,True,False,False
640,25,CLS 63 AMG,True,False,False
7393,25,CLS 65,True,False,False
7236,25,E 190,True,False,False
649,25,E 200,True,False,False
8561,25,E 210,True,False,False
17845,25,E 212,True,False,False
650,25,E 220,True,False,False
651,25,E 230,True,False,False
652,25,E 240,True,False,False
653,25,E 250,True,False,False
654,25,E 260,True,False,False
655,25,E 270,True,False,False
656,25,E 280,True,False,False
657,25,E 290,True,False,False
658,25,E 300,True,False,False
659,25,E 320,True,False,False
660,25,E 350,True,False,False
644,25,E 36 AMG,True,False,False
661,25,E 400,True,False,False
662,25,E 420,True,False,False
663,25,E 430,True,False,False
2368,25,E 450,True,False,False
645,25,E 50,True,False,False
664,25,E 500,True,False,False
646,25,E 55,True,False,False
2081,25,E 550,True,False,False
647,25,E 60 AMG,True,False,False
648,25,E 63 AMG,True,False,False
13037,25,E43 AMG,True,False,False
17993,25,E53 AMG,True,False,False
6013,25,Econic,False,False,True
7496,25,EQA 250,True,False,False
7492,25,EQB 350,True,False,False
7476,25,EQC 400,True,False,False
7488,25,EQE 350,True,False,False
12434,25,EQE 53,True,False,False
13299,25,EQE SUV 350,True,False,False
7484,25,EQS 450+,True,False,False
8729,25,EQS SUV,True,False,False
7480,25,EQV 300,True,False,False
666,25,G 230,True,False,False
667,25,G 240,True,False,False
668,25,G 250,True,False,False
669,25,G 270,True,False,False
670,25,G 280,True,False,False
671,25,G 290,True,False,False
672,25,G 300,True,False,False
673,25,G 320,True,False,False
674,25,G 350,True,False,False
675,25,G 400,True,False,False
18837,25,G 450  ,True,False,False
676,25,G 500,True,False,False
665,25,G 55 AMG,True,False,False
1659,25,G 550,True,False,False
1646,25,G 63 AMG,True,False,False
1815,25,G 65 AMG,True,False,False
677,25,GL 320,True,False,False
2002,25,GL 350,True,False,False
678,25,GL 420,True,False,False
679,25,GL 450,True,False,False
680,25,GL 500,True,False,False
1512,25,GL 550,True,False,False
2032,25,GL 63 AMG,True,False,False
1816,25,GLA 180,True,False,False
1817,25,GLA 200,True,False,False
1818,25,GLA 220,True,False,False
1759,25,GLA 250,True,False,False
17853,25,GLA 35,True,False,False
2003,25,GLA 350,True,False,False
1760,25,GLA 45 AMG,True,False,False
6314,25,GLB 180,True,False,False
6316,25,GLB 200,True,False,False
6315,25,GLB 220,True,False,False
6317,25,GLB 250,True,False,False
6318,25,GLB 35 AMG,True,False,False
2168,25,GLC 220,True,False,False
2169,25,GLC 250,True,False,False
2170,25,GLC 300,True,False,False
12278,25,GLC 300 Coupe,True,False,False
2171,25,GLC 350,True,False,False
18853,25,GLC 400D,True,False,False
2172,25,GLC 43 AMG,True,False,False
12274,25,GLC 43 AMG Coupe ,True,False,False
2173,25,GLC 63 AMG,True,False,False
2187,25,GLE 250,True,False,False
1819,25,GLE 350,True,False,False
2144,25,GLE 400,True,False,False
2188,25,GLE 43 AMG,True,False,False
1820,25,GLE 450,True,False,False
1821,25,GLE 450 AMG,True,False,False
7449,25,GLE 53,True,False,False
10094,25,GLE 550E,True,False,False
19197,25,GLE 580,True,False,False
1822,25,GLE 63 AMG,True,False,False
13327,25,GLE Coupe,True,False,False
1579,25,GLK 200,True,False,False
1580,25,GLK 250,True,False,False
1581,25,GLK 280,True,False,False
1582,25,GLK 300,True,False,False
1583,25,GLK 320,True,False,False
1584,25,GLK 350,True,False,False
2034,25,GLS 350,True,False,False
8697,25,GLS 400 D,True,False,False
2161,25,GLS 450,True,False,False
2035,25,GLS 450 AMG,True,False,False
6308,25,GLS 550,True,False,False
7377,25,GLS 580,True,False,False
7445,25,GLS 600,True,False,False
2036,25,GLS 63 AMG,True,False,False
5063,25,MB 1000,True,False,False
17909,25,Metris Cargo Van,True,False,False
2100,25,Metris Passenger Van,True,False,False
683,25,ML 230,True,False,False
2019,25,ML 250,True,False,False
684,25,ML 270,True,False,False
685,25,ML 280,True,False,False
2017,25,ML 300,True,False,False
686,25,ML 320,True,False,False
687,25,ML 350,True,False,False
688,25,ML 400,True,False,False
689,25,ML 420,True,False,False
690,25,ML 430,True,False,False
2018,25,ML 450,True,False,False
691,25,ML 500,True,False,False
681,25,ML 55 AMG,True,False,False
1660,25,ML 550,True,False,False
682,25,ML 63 AMG,True,False,False
18277,25,O403,False,False,True
18357,25,O404,False,False,True
693,25,R 280,True,False,False
694,25,R 320,True,False,False
695,25,R 350,True,False,False
696,25,R 500,True,False,False
692,25,R 63 AMG,True,False,False
2016,25,S 250,True,False,False
700,25,S 260,True,False,False
701,25,S 280,True,False,False
702,25,S 300,True,False,False
703,25,S 320,True,False,False
704,25,S 350,True,False,False
705,25,S 400,True,False,False
706,25,S 420,True,False,False
707,25,S 430,True,False,False
708,25,S 450,True,False,False
709,25,S 500,True,False,False
697,25,S 55,True,False,False
710,25,S 550,True,False,False
2239,25,S 560,True,False,False
8709,25,S 580,True,False,False
711,25,S 600,True,False,False
698,25,S 63 AMG,True,False,False
699,25,S 65 AMG,True,False,False
8725,25,S 680,True,False,False
716,25,SL 280,True,False,False
717,25,SL 300,True,False,False
718,25,SL 320,True,False,False
719,25,SL 350,True,False,False
720,25,SL 380,True,False,False
721,25,SL 420,True,False,False
722,25,SL 450,True,False,False
723,25,SL 500,True,False,False
712,25,SL 55 AMG,True,False,False
724,25,SL 560,True,False,False
725,25,SL 600,True,False,False
713,25,SL 65 AMG,True,False,False
714,25,SL 70 AMG,True,False,False
715,25,SL 73 AMG,True,False,False
8621,25,SLC 300,True,False,False
728,25,SLK 200,True,False,False
729,25,SLK 230,True,False,False
2238,25,SLK 250,True,False,False
730,25,SLK 280,True,False,False
726,25,SLK 32 AMG,True,False,False
731,25,SLK 320,True,False,False
732,25,SLK 350,True,False,False
727,25,SLK 55 AMG,True,False,False
733,25,SLR,True,False,False
734,25,Sprinter,True,False,True
1546,25,Sprinter 311 CDI,True,False,True
8677,25,T 2,False,False,True
18325,25,T1,False,False,True
18841,25,Travego,False,False,True
6010,25,Unimog,False,False,True
735,25,V 200,True,False,False
736,25,V 220,True,False,False
737,25,V 230,True,False,False
4860,25,V 250,True,False,False
738,25,V 280,True,False,False
9311,25,V 300,True,False,False
739,25,Vaneo,True,False,False
740,25,Vario,True,False,True
741,25,Viano,True,False,True
742,25,Vito,True,False,True
2205,25,X 220,True,False,False
2206,25,X 250,True,False,False
13703,25,X 350,True,False,False
18485,1229,  125 ST,False,False,True
18437,1229,  25 ST (Box Type),False,False,True
18489,1229, 155 ST,False,False,True
6388,393, 169 ,False,False,True
18493,1229, 175 ST,False,False,True
4783,121, 1845 C,False,False,True
17893,1141, 234700,False,False,True
13655,65, 26.364,False,False,True
16277,16, 30 D-7E,False,False,True
15309,394, 3520 ,False,False,True
15869,1085, 355 E,False,False,True
16321,16, 60 DS-7E,False,False,True
4921,365, 600,False,False,True
13015,1003, AC50-1,False,False,True
6432,146, Aeolus AX5,True,False,False
13295,25, AMG 43,True,False,False
17809,25, AMG GT 63,True,False,False
18869,62, Andecar 430,False,False,True
13124,319, Apache RR 310,False,True,False
11194,161, BEN BEN E-STAR,True,False,False
2564,240, CX65,False,True,False
2482,231, DB6 Delirio,False,True,False
2483,231, DB7,False,True,False
6490,146, DFL 3251A ,False,False,True
15265,394, DV 6.22,False,False,True
15257,394, DV40 VV,False,False,True
15241,394, DV8 V,False,False,True
12823,342, DX225LCA  ,False,False,True
5768,203, E25S,False,False,True
17249,1117, EFG-Vac 20,False,False,True
9747,341, Emira,True,False,False
13121,1016, ET5 Comfort ,True,False,False
12651,706, FL-504,False,False,True
3565,289, GP-0 160 4 Speed,False,True,False
2582,140, GPR 50 R,False,True,False
13115,1013, HD 84.38,False,False,True
16525,16, HG 170,False,False,True
15889,1093, HRE 1000,False,False,True
18829,1245, i4,False,False,True
19069,1257, JL 150,False,True,False
19049,1257, JL 250,False,True,False
18305,20, K2700,False,False,True
3338,273, KXP-17,False,True,False
3339,273, KXP-D22,False,True,False
2490,233, Low Rider,False,True,False
13241,1037, LT 106 ,False,False,True
8417,537, mi-DO,True,False,False
12643,987, MXZ X-RS,False,True,False
8613,14, N-One,True,False,False
13375,180, Norden 901,False,True,False
4028,325, Octane,False,True,False
8421,537, on-DO,True,False,False
2342,220, PB150,False,True,False
4829,142, PR724 XL,False,False,True
4823,142, PR732B,False,False,True
11542,225, Pulsar 180 cc,False,True,False
12675,87, Qin,True,False,False
16693,16, R 210 NLC-9,False,False,True
2688,254, Racer,False,True,False
19214,1268, RH 6-22,False,False,True
5305,188, RT223,False,False,True
5569,109, S 417 UL,False,False,True
5705,201, SD,False,False,True
17861,1137, Sea-Doo XP,False,True,False
15845,1077, SK365 - AT3 Dutch Registration,False,False,True
15841,1077," SK498-AT4 Dutch Registration, Valid inspection",False,False,True
15837,1077, SK597-AT4 Dutch Vehicle Registration,False,False,True
15833,1077, SK597-AT4 ELIFT Valid Inspection,False,False,True
13339,25, SL 63,True,False,False
3665,301, SMX,False,True,False
12499,983, Sprint sport,False,True,False
4273,334, SR,False,True,False
4787,121, SR 210,False,False,True
3402,278, Stradale 800,False,True,False
3716,310, Supermotard 125,False,True,False
13735,190, Tempo 150CC,False,True,False
4283,337, Tiger,False,True,False
8605,156, URAL 55571,False,False,True
11594,818, Vari-Master 152 ,False,False,True
2359,223, Wolf 200,False,True,False
3724,313, Workman,False,True,False
2571,241, X132 Hellcat,False,True,False
11918,882, Xpluse 200 Fi Edvance,False,True,False
11906,882, Xpluse 200 T,False,True,False
3044,262, XRX125,False,True,False
3936,321, YZF 1000 R Thunder Ace,False,True,False
6164,380, ZN50QT-K,False,True,False
3447,282, М 103,False,True,False
9767,424,#1,True,False,False
5417,202,(J-)FRB10-9LC	,False,False,True
5419,202,(J-)FRB12-9L	,False,False,True
5418,202,(J-)FRB12-9LC	,False,False,True
5421,202,(J-)FRB15-9L	,False,False,True
5422,202,(J-)FRB18-9L	,False,False,True
5425,202,(J-)FRB20-9L	,False,False,True
5426,202,(J-)FRB25-9L	,False,False,True
5420,202,(J-)FRHB12-9L	,False,False,True
5423,202,(J-)FRHB15-9L	,False,False,True
5424,202,(J-)FRHB18-9L	,False,False,True
5428,202,(J-)FRHB20-9L	,False,False,True
5429,202,(J-)FRHB25-9L	,False,False,True
4888,193,(VESPA 946)RED,False,True,False
18797,1233,00-350 T/H STATIONARY SCREENING PLANT & WASHING PL,False,False,True
7973,477,001,True,False,False
18169,477,007,True,False,False
3203,272,008,False,True,False
19089,1261,01,True,False,False
18217,1181,011,True,False,False
18221,1181,012,True,False,False
19093,1261,02,True,False,False
19097,1261,03,True,False,False
19101,1261,04,True,False,False
19105,1261,05,True,False,False
19109,1261,06,True,False,False
18205,1181,07,True,False,False
19113,1261,07,True,False,False
19117,1261,08,True,False,False
19121,1261,09,True,False,False
9319,77,1,True,False,False
5332,202,1.5 ton,False,False,True
5333,202,1.75 ton,False,False,True
8891,579,1.8 EF3,False,False,True
27,2,100,True,False,False
988,35,100,True,False,False
3209,61,100,False,True,False
3375,277,100,False,True,False
3578,291,100,False,True,False
16241,16,100 D-7,False,False,True
821,30,100 NX,True,False,False
520,24,1000,True,False,False
768,28,1000,True,False,False
3405,279,1000 S,False,True,False
3464,181,1000 S,False,True,False
3465,181,1000 Strada,False,True,False
8485,541,1000 Vario,False,False,True
5149,131,10018 R,False,False,True
6822,197,1004,False,False,True
9179,583,1004 Lux Cabin,False,False,True
9175,583,1004 Lux Cabin (CRD),False,False,True
9171,583,1004 Lux Platform/Canopy,False,False,True
6301,32,1007,True,False,False
15441,110,100C,False,False,True
7582,120,1025.2,False,False,True
4328,160,102B,False,False,True
4329,160,102S,False,False,True
906,32,104,True,False,False
1027,38,105,True,False,False
3133,105,1050 Adventure,False,True,False
6778,197,1054,False,False,True
9159,583,1054e Cabin,False,False,True
9163,583,1054e Cabin (CIS),False,False,True
9151,583,1054e+ Cabin,False,False,True
9167,583,1054e+ Cabin (CIS),False,False,True
9155,583,1054e+ Platform/Canopy,False,False,True
17021,1117,10558- TFG430,False,False,True
907,32,106,True,False,False
6350,32,107,True,False,False
13209,1021,1080,False,False,True
3134,105,1090 Adventure,False,True,False
3135,105,1090 Adventure R,False,True,False
2591,81,1098,False,True,False
11718,511,10MSX,False,False,True
5145,131,10m³,False,False,True
950,34,11,True,False,False
18209,1181,11,True,False,False
18693,1229,11 (Box Type),False,False,True
18697,1229,11 (Top Connection),False,False,True
6531,197,110,False,False,True
3073,265,110 S,False,True,False
2671,252,110 Supercross,False,True,False
2672,252,110 Supermoto,False,True,False
4341,114,110-90,False,False,True
8505,541,1100  Vario MT,False,False,True
3397,278,1100 Grand Prix,False,True,False
5219,97,1102,True,False,False
5221,97,1103,True,False,False
6782,197,1104,False,False,True
9183,583,1104 Lux Cabin,False,False,True
9187,583,1104 Lux Cabin (CRD),False,False,True
5225,97,1105,True,False,False
13201,1021,1107,False,False,True
1951,35,111,True,False,False
1261,44,1111,True,False,False
2494,196,1125,False,True,False
1794,3,114,True,False,False
1952,35,114,True,False,False
5233,158,114 ,False,False,True
1953,35,115,True,False,False
5923,204,1150SUB600,False,False,True
51,3,116,True,False,False
52,3,118,True,False,False
3136,105,1190 Adventure,False,True,False
3137,105,1190 RC8,False,True,False
2654,247,1190 RX,False,True,False
2653,247,1190RS,False,True,False
2655,247,1190SX,False,True,False
2592,81,1198,False,True,False
2593,81,1199 Panigale,False,True,False
951,34,12,True,False,False
6354,45,12,True,False,False
18213,1181,12,True,False,False
17925,65,12.210,False,False,True
53,3,120,True,False,False
1028,38,120,True,False,False
7433,214,120,False,True,False
14701,71,120 / 120 AWD,False,False,True
16245,16,120 D-7,False,False,True
14705,71,120 GC,False,False,True
3496,284,1200 Sport,False,True,False
5924,204,1205SUB750,False,False,True
5925,204,1205SXLUB750,False,False,True
521,24,121,True,False,False
5634,115,122,False,False,True
4447,346,1220MAXI-PAV,False,False,True
7389,120,1221.2,False,False,True
7586,120,1221.3,False,False,True
7590,120,1222.3,False,False,True
1795,3,123,True,False,False
268,11,124,True,False,False
1796,3,125,True,False,False
2346,222,125,False,True,False
2512,128,125,False,True,False
3091,106,125,False,True,False
3376,277,125,False,True,False
3579,291,125,False,True,False
5635,115,125,False,False,True
4995,366,125 CC,False,True,False
3138,105,125 Duke,False,True,False
2638,81,125 Enduro,False,True,False
3139,105,125 EXC,False,True,False
18533,1229,125 IQ,False,False,True
3427,282,125 Motard,False,True,False
18565,1229,125 MR,False,False,True
4063,331,125 R-Start,False,True,False
3075,265,125 S,False,True,False
9615,309,125 ST Factory,False,True,False
9595,309,125 ST-R Racing AL,False,True,False
2673,252,125 Supercross,False,True,False
3140,105,125 SX,False,True,False
18609,1229,125 TN,False,False,True
18645,1229,125 UW,False,False,True
3415,280,125 YLC,False,True,False
9191,583,1254 Lux CRD4,False,False,True
4779,361,125cc,False,True,False
6138,380,125KVJ,False,True,False
3074,265,125MX,False,True,False
18101,1161,125R,False,True,False
269,11,126,True,False,False
270,11,127,True,False,False
271,11,128,True,False,False
1576,3,128,True,False,False
3194,105,1290 Super Adventure,False,True,False
3141,105,1290 Super Adventure R,False,True,False
3142,105,1290 Super Adventure S,False,True,False
3143,105,1290 Super Adventure T,False,True,False
3144,105,1290 Super Duke GT,False,True,False
3145,105,1290 Super Duke R,False,True,False
2594,81,1299 Panigale,False,True,False
11714,511,12MXT,False,False,True
18425,1229,12X,False,False,True
54,3,130,True,False,False
272,11,130,True,False,False
1029,38,130,True,False,False
5636,115,130,False,False,True
6532,197,130,False,False,True
18845,99,130,False,False,True
3725,314,130 City Rider,False,True,False
16253,16,130 D-7E,False,False,True
522,24,1300,True,False,False
769,28,1300,True,False,False
16249,16,1300,False,False,True
6786,197,1304,False,False,True
273,11,131,True,False,False
4545,99,131,False,False,True
4546,99,131H,False,False,True
15641,110,131X,False,False,True
274,11,132,True,False,False
1014,37,133,True,False,False
5637,115,133,False,False,True
5638,115,133 super,False,False,True
4549,99,133Г1,False,False,True
4550,99,133Г2,False,False,True
4552,99,133Г4,False,False,True
4551,99,133ГЯ,False,False,True
5639,115,134 C,False,False,True
55,3,135,True,False,False
1030,38,135,True,False,False
5640,115,135,False,False,True
16257,16,135 D-7,False,False,True
4547,99,138,False,False,True
952,34,14,True,False,False
6686,45,14,True,False,False
7725,461,14,False,False,True
14729,71,14,False,False,True
1176,43,140,True,False,False
14709,71,140 / 140 AWD,False,False,True
14713,71,140 / 140 AWD LVR - Tier 4 / Stage 5,False,False,True
14717,71,140 GC / 140 GC AWD - Tier 4 / Stage 5,False,False,True
3076,265,140 MX,False,True,False
4064,331,140 R-Start,False,True,False
5735,185,140-400 HP,False,False,True
13221,1029,1400,False,False,True
13225,1029,1400 X,False,False,True
4776,355,1404,False,False,True
13007,1003,1409,False,False,True
15645,110,140X,False,False,True
1,1,145,True,False,False
2,1,146,True,False,False
3,1,147,True,False,False
953,34,15,True,False,False
18229,26,15,True,True,False
18701,1229,15 (Box Type),False,False,True
18705,1229,15 (Side connection),False,False,True
18709,1229,15 (Top Connection),False,False,True
16261,16,15 L-7,False,False,True
17917,65,15.232,False,False,True
2347,222,150,False,True,False
3377,277,150,False,True,False
14721,71,150 / 150 AWD - Tier 4 / Stage 5,False,False,True
4991,366,150 CC,False,True,False
4079,331,150 Classic,False,True,False
2668,252,150 Cross,False,True,False
2503,236,150 Leader,False,True,False
9591,309,150 SE Factory,False,True,False
3195,105,150 SX,False,True,False
3146,105,150 XC-W,False,True,False
1843,5,1500,True,False,False
6790,197,1504,False,False,True
2504,236,150NK,False,True,False
15649,110,150X,False,False,True
7594,120,1523,False,False,True
4,1,155,True,False,False
18537,1229,155 IQ,False,False,True
18569,1229,155 MR,False,False,True
18613,1229,155 TN,False,False,True
18649,1229,155 UW,False,False,True
5,1,156,True,False,False
6,1,159,True,False,False
954,34,16,True,False,False
14733,71,16,False,False,True
6065,374,16/4 Veyron Concept,True,False,False
14725,71,160 / 160 AWD - Tier 4 / Stage 5,False,False,True
16265,16,160 D-7,False,False,True
3077,265,160 MXR,False,True,False
3078,265,160 PRO,False,True,False
7,1,164,True,False,False
1177,43,164,True,False,False
19547,82,164,False,False,True
6826,197,1654,False,False,True
8,1,166,True,False,False
15393,110,16C,False,False,True
15473,110,16C-1,False,False,True
955,34,17,True,False,False
2513,128,175,False,True,False
5248,126,175,False,True,False
18541,1229,175 IQ,False,False,True
18573,1229,175 MR,False,False,True
18617,1229,175 TN,False,False,True
18653,1229,175 UW,False,False,True
956,34,18,True,False,False
14737,71,18,False,False,True
18877,65,18.224,False,False,True
6402,65,18.272,False,False,True
19551,65,18.360,False,False,True
19226,65,18.463,False,False,True
6067,374,18/3 Chiron Concept,True,False,False
6066,374,18/4 Veyron Concept,True,False,False
2514,128,180,False,True,False
6794,197,1804,False,False,True
4908,352,180S,False,True,False
1146,42,181,True,False,False
9215,25,1820,False,False,True
4784,121,1825 B,False,False,True
13447,25,1827,False,False,True
4786,121,1835 C,False,False,True
4788,121,1838,False,False,True
4798,121,1840,False,False,True
4548,99,18A,False,False,True
19173,1265,18HP,False,True,False
15397,110,18Z,False,False,True
15477,110,18Z-1,False,False,True
957,34,19,True,False,False
1327,65,19,False,False,True
5937,152,19&25 hp,False,False,True
569,25,190,True,False,False
13467,25,190C,True,False,False
13471,25,190DC,True,False,False
9219,25,1920,False,False,True
1262,44,1922,True,False,False
15401,110,19C,False,False,True
15481,110,19C-1,False,False,True
15405,110,19C-1E	,False,False,True
15461,110,19C-1E,False,False,True
15821,110,1CX,False,False,True
19181,1265,1HP Electric,False,True,False
15513,110,1T-2,False,False,True
15509,110,1TE,False,False,True
18373,1209,2,True,False,False
184,7,2 CV,True,False,False
5244,158,2 DOOR,True,False,False
8895,579,2.0 EF3,False,False,True
5335,202,2.0 ton,False,False,True
19145,1265,2.0HP,False,True,False
19495,167,2.5,False,False,True
5334,202,2.5 ton,False,False,True
958,34,20,True,False,False
1204,45,20,True,False,False
5616,115,20,False,False,True
7717,461,20,False,False,True
16269,16,20 LA-7,False,False,True
28,2,200,True,False,False
570,25,200,True,False,False
989,35,200,True,False,False
1564,6,200,True,False,False
2697,258,200,False,True,False
3378,277,200,False,True,False
4719,102,200,False,False,True
3147,105,200 Duke,False,True,False
3196,105,200 EXC,False,True,False
2674,252,200 Supercross,False,True,False
822,30,200 SX,True,False,False
8489,541,200 Vario,False,False,True
19232,62,2000,True,False,False
8115,523,2000 ES,False,True,False
990,35,2000-3500 Hatchback,True,False,False
13011,1003,2007,False,False,True
2086,32,2008,True,False,False
12967,1003,2009,False,False,True
4922,365,2025,False,False,True
4914,365,2035 H,False,False,True
908,32,204,True,False,False
4913,365,2045,False,False,True
4915,365,2045 H,False,False,True
4919,365,2045 H T,False,False,True
909,32,205,True,False,False
4720,102,205,False,False,True
4923,365,2050,False,False,True
4930,365,2055,False,False,True
4931,365,2055 H,False,False,True
910,32,206,True,False,False
4924,365,2065,False,False,True
4932,365,2065 H T,False,False,True
1549,32,207,True,False,False
18329,25,207,False,False,True
1387,74,208,True,False,False
1548,25,208,True,False,True
2085,32,208,True,False,False
4920,365,2085 T S,False,False,True
959,34,21,True,False,False
1205,45,21,True,False,False
18713,1229,21 (Box Type),False,False,True
18717,1229,21 (Side Connection),False,False,True
18721,1229,21 (Top Connection),False,False,True
1547,25,210,True,False,True
3092,106,210 Automatic (Babetta),False,True,False
1263,44,2101,True,False,False
1264,44,2102,True,False,False
1265,44,2103,True,False,False
1266,44,2104,True,False,False
1267,44,2105,True,False,False
1268,44,2106,True,False,False
1269,44,2107,True,False,False
1270,44,2108,True,False,False
1271,44,2109,True,False,False
1272,44,21099,True,False,False
6378,198,211 D-4,False,False,True
1273,44,2110,True,False,False
1274,44,2111,True,False,False
1275,44,2112,True,False,False
1276,44,2113,True,False,False
1277,44,2114,True,False,False
1278,44,2115,True,False,False
1279,44,2120,True,False,False
1280,44,2121 (Niva),True,False,False
1281,44,2123,True,False,False
19029,1249,2125,True,False,False
19033,1249,21251 ,True,False,False
1954,35,213,True,False,False
1282,44,2131,True,False,False
1779,3,214,True,False,False
1955,35,214,True,False,False
1245,48,2140,True,False,False
1246,48,2141,True,False,False
18545,1229,215 IQ,False,False,True
18577,1229,215 MR,False,False,True
18657,1229,215 UW,False,False,True
1780,3,216,True,False,False
1956,35,216,True,False,False
1781,3,218,True,False,False
1957,35,218,True,False,False
1206,45,22,True,False,False
5732,185,22.4-65.9 HP,False,False,True
571,25,220,True,False,False
1782,3,220,True,False,False
1958,35,220,True,False,False
13869,1073,220 SMi,False,False,True
13873,1073,220 SMi 3.8,False,False,True
991,35,2200-3500,True,False,False
6798,197,2204,False,False,True
13148,95,2206,False,False,True
15653,110,220X,False,False,True
1207,45,2217,True,False,True
1208,45,22171,True,False,True
1209,45,22177,True,False,True
1417,75,222,True,False,False
1418,75,224,True,False,False
1783,3,225,True,False,False
14897,71,226D3,False,False,True
4378,346,227,False,False,True
1419,75,228,True,False,False
1784,3,228,True,False,False
1328,65,23,False,False,True
5617,115,23,False,False,True
572,25,230,True,False,False
10726,3,230i,True,False,False
1210,45,2310,False,False,True
1283,44,2329,True,False,False
1247,48,2335,True,False,False
4721,102,236,False,False,True
14901,71,236D3,False,False,True
275,11,238,True,False,False
4722,102,238,False,False,True
14857,71,239D3,False,False,True
5127,131,23X-4Z,False,False,True
1211,45,24,True,False,True
12935,1003,24,False,False,True
14741,71,24,False,False,True
5938,152,24 hp,False,False,True
573,25,240,True,False,False
1178,43,240,True,False,False
8429,537,240Z,True,False,False
276,11,242,True,False,False
14905,71,242D3,False,False,True
15657,110,245XR,False,False,True
1388,74,246,True,False,False
14909,71,246D3,False,False,True
14861,71,249D3,False,False,True
19177,1265,24HP,False,True,False
960,34,25,True,False,False
992,35,25,True,False,False
1329,65,25,False,False,True
5618,115,25,False,False,True
17965,1149,25,False,False,True
5939,152,25 hp,False,False,True
16273,16,25 L-7,False,False,True
15801,110,25 RANGE,False,False,True
18429,1229,25 ST (Side Connection),False,False,True
18433,1229,25 ST (Top Connection),False,False,True
18621,1229,25 UW,False,False,True
574,25,250,True,False,False
1389,74,250,True,False,False
2515,128,250,False,True,False
3079,106,250,False,True,False
4636,108,250,False,False,True
6770,197,250,False,False,True
7524,448,250,False,False,True
8309,525,250,False,True,False
3148,105,250 Duke,False,True,False
3726,314,250 Enduro,False,True,False
3149,105,250 EXC,False,True,False
3150,105,250 EXC F,False,True,False
2356,223,250 GS,False,True,False
3093,106,250 Master Tempo,False,True,False
